"date","year","month","ENSO"
1955-02-01,1955,2,1.96751624966482
1955-03-01,1955,3,0.518085444815288
1955-04-01,1955,4,-0.725566842260601
1955-05-01,1955,5,0.29156103144239
1955-06-01,1955,6,0.631899199757908
1955-07-01,1955,7,1.20070509706811
1955-08-01,1955,8,1.26173486591898
1955-09-01,1955,9,1.72922712112669
1955-10-01,1955,10,1.81804065038904
1955-11-01,1955,11,1.30322665711748
1955-12-01,1955,12,1.30322665711748
1956-01-01,1956,1,1.63615926178332
1956-02-01,1956,2,1.87166485559023
1956-03-01,1956,3,1.40259698359819
1956-04-01,1956,4,0.364723214295945
1956-05-01,1956,5,0.675334306578195
1956-06-01,1956,6,0.464461239614098
1956-07-01,1956,7,0.506320729650051
1956-08-01,1956,8,0.961680570855077
1956-09-01,1956,9,0.358053048321159
1956-10-01,1956,10,2.23154100155812
1956-11-01,1956,11,0.261833955409122
1956-12-01,1956,12,0.913991133953778
1957-01-01,1957,1,1.18274273620008
1957-02-01,1957,2,0.256371707381223
1957-03-01,1957,3,0.251277158190772
1957-04-01,1957,4,-0.137590666135485
1957-05-01,1957,5,-1.05146158211421
1957-06-01,1957,6,-0.360596147102266
1957-07-01,1957,7,-0.140741899704154
1957-08-01,1957,8,-0.630923366132898
1957-09-01,1957,9,-0.418106983547019
1957-10-01,1957,10,0.574388363313155
1957-11-01,1957,11,-0.844107447556225
1957-12-01,1957,12,-0.223252961829172
1958-01-01,1958,1,-1.33271329720064
1958-02-01,1958,2,-0.165742125384418
1958-03-01,1958,3,0.383893493110863
1958-04-01,1958,4,-0.209177232204705
1958-05-01,1958,5,-1.24001313669471
1958-06-01,1958,6,-0.435701645577603
1958-07-01,1958,7,-0.189639254552339
1958-08-01,1958,8,0.661626275791176
1958-09-01,1958,9,-0.0710986492567154
1958-10-01,1958,10,-0.0503527536574631
1958-11-01,1958,11,-0.357444913533597
1958-12-01,1958,12,-0.538958603301873
1959-01-01,1959,1,-0.779926445136686
1959-02-01,1959,2,-0.835493965959657
1959-03-01,1959,3,1.27349958108421
1959-04-01,1959,4,-0.015531128433744
1959-05-01,1959,5,-0.191582570174122
1959-06-01,1959,6,-0.679820720981084
1959-07-01,1959,7,-0.650093644947816
1959-08-01,1959,8,-0.289009581033045
1959-09-01,1959,9,0.406950403169345
1959-10-01,1959,10,0.863885861158705
1959-11-01,1959,11,0.874074959539607
1959-12-01,1959,12,0.833791086287989
1960-01-01,1960,1,0.537255723630206
1960-02-01,1960,2,0.453536743558301
1960-03-01,1960,3,0.996134497241348
1960-04-01,1960,4,0.216455532967053
1960-05-01,1960,5,-0.0886933112872988
1960-06-01,1960,6,-0.425144848359253
1960-07-01,1960,7,0.0912447616966432
1960-08-01,1960,8,0.736731774266513
1960-09-01,1960,9,0.799337159901718
1960-10-01,1960,10,0.392874673544878
1960-11-01,1960,11,0.713674864208031
1960-12-01,1960,12,0.889726305948408
1961-01-01,1961,1,0.266928504599573
1961-02-01,1961,2,1.48279703126398
1961-03-01,1961,3,-1.62221079504619
1961-04-01,1961,4,0.504377414028269
1961-05-01,1961,5,-0.139166282919819
1961-06-01,1961,6,-0.398936704732102
1961-07-01,1961,7,-0.0953634772620845
1961-08-01,1961,8,0.227380029022851
1961-09-01,1961,9,0.581426228125388
1961-10-01,1961,10,-0.127033868917135
1961-11-01,1961,11,0.849810131534238
1961-12-01,1961,12,1.59624308736915
1962-01-01,1962,1,2.47881131053027
1962-02-01,1962,2,0.354166417077595
1962-03-01,1962,3,0.451961126773966
1962-04-01,1962,4,0.0368851588205585
1962-05-01,1962,5,0.473074721210666
1962-06-01,1962,6,-0.0257202268146464
1962-07-01,1962,7,-0.470523270801322
1962-08-01,1962,8,0.769977782705898
1962-09-01,1962,9,0.829064235934986
1962-10-01,1962,10,1.35054839518133
1962-11-01,1962,11,0.364723214295945
1962-12-01,1962,12,0.0959716120496467
1963-01-01,1963,1,1.52113758889381
1963-02-01,1963,2,1.32943480074463
1963-03-01,1963,3,1.09902375612817
1963-04-01,1963,4,0.0681878516381608
1963-05-01,1963,5,-0.191582570174122
1963-06-01,1963,6,-0.801880258682825
1963-07-01,1963,7,-0.304660927441847
1963-08-01,1963,8,-0.254187955809326
1963-09-01,1963,9,-0.0343337084112141
1963-10-01,1963,10,-0.599620673315296
1963-11-01,1963,11,-0.491636865238022
1963-12-01,1963,12,-0.93838322484648
1964-01-01,1964,1,0.137831102085599
1964-02-01,1964,2,0.673390990956413
1964-03-01,1964,3,1.2543293022693
1964-04-01,1964,4,0.891669621570191
1964-05-01,1964,5,-0.297990761467061
1964-06-01,1964,6,0.235993510619418
1964-07-01,1964,7,0.129585319326479
1964-08-01,1964,8,1.44324855568725
1964-09-01,1964,9,1.50937287372857
1964-10-01,1964,10,1.60522426780316
1964-11-01,1964,11,0.0157715643838583
1964-12-01,1964,12,-0.287801663086159
1965-01-01,1965,1,-0.130920500160699
1965-02-01,1965,2,0.636626050110912
1965-03-01,1965,3,0.692561269771331
1965-04-01,1965,4,-0.803823574304607
1965-05-01,1965,5,-0.290952896654828
1965-06-01,1965,6,-0.901250585163531
1965-07-01,1965,7,-2.04553254575871
1965-08-01,1965,8,-0.798361326276708
1965-09-01,1965,9,-0.801880258682825
1965-10-01,1965,10,-0.360596147102266
1965-11-01,1965,11,-1.35345919279989
1965-12-01,1965,12,0.0662445360163785
1966-01-01,1966,1,-0.914118396841111
1966-02-01,1966,2,0.111622958458448
1966-03-01,1966,3,-1.02914006973062
1966-04-01,1966,4,-0.669631622600182
1966-05-01,1966,5,-0.72871807582927
1966-06-01,1966,6,0.0791123476939588
1966-07-01,1966,7,-0.440796194768054
1966-08-01,1966,8,0.459366690423647
1966-09-01,1966,9,0.194134020583466
1966-10-01,1966,10,0.335363837100125
1966-11-01,1966,11,0.00715808278729059
1966-12-01,1966,12,-0.416899065600133
1967-01-01,1967,1,2.22061650550232
1967-02-01,1967,2,2.16310566905757
1967-03-01,1967,3,1.23515902345438
1967-04-01,1967,4,-0.123514936511018
1967-05-01,1967,5,-0.549147701682776
1967-06-01,1967,6,0.284890865467604
1967-07-01,1967,7,-0.163431110925188
1967-08-01,1967,8,0.74025070667263
1967-09-01,1967,9,1.15023212543559
1967-10-01,1967,10,0.438253095986947
1967-11-01,1967,11,-0.338274634718679
1967-12-01,1967,12,-0.565166746929025
1968-01-01,1968,1,0.509104264381272
1968-02-01,1968,2,1.51058079167546
1968-03-01,1968,3,0.171077110524984
1968-04-01,1968,4,-0.327717837500329
1968-05-01,1968,5,0.53058555765542
1968-06-01,1968,6,0.626804650567457
1968-07-01,1968,7,0.39481798916666
1968-08-01,1968,8,0.09476369410276
1968-09-01,1968,9,0.110415040511561
1968-10-01,1968,10,0.289985414658055
1968-11-01,1968,11,-0.111382522508333
1968-12-01,1968,12,0.354166417077595
1969-01-01,1969,1,-1.42893239011267
1969-02-01,1969,2,-0.366426093967612
1969-03-01,1969,3,0.774704633058901
1969-04-01,1969,4,-0.57183691290381
1969-05-01,1969,5,-0.807342506710724
1969-06-01,1969,6,-0.25066902340321
1969-07-01,1969,7,-0.88559923875473
1969-08-01,1969,8,-0.198252736148907
1969-09-01,1969,9,-0.819474920713408
1969-10-01,1969,10,-0.587488259312612
1969-11-01,1969,11,0.0525365052293596
1969-12-01,1969,12,0.39250697470743
1970-01-01,1970,1,-0.538958603301873
1970-02-01,1970,2,-0.723991225476267
1970-03-01,1970,3,0.566982799663473
1970-04-01,1970,4,-0.453296307608186
1970-05-01,1970,5,-0.252612339024992
1970-06-01,1970,6,0.406950403169345
1970-07-01,1970,7,-0.623885501320665
1970-08-01,1970,8,0.365090913133392
1970-09-01,1970,9,1.3122078375515
1970-10-01,1970,10,1.059107581714
1970-11-01,1970,11,1.70968914347432
1970-12-01,1970,12,1.83684323036651
1971-01-01,1971,1,0.701174751367899
1971-02-01,1971,2,2.27812734194707
1971-03-01,1971,3,2.36027070523464
1971-04-01,1971,4,1.26488609948765
1971-05-01,1971,5,0.324807039881774
1971-06-01,1971,6,0.0755934152878422
1971-07-01,1971,7,-0.231498744588292
1971-08-01,1971,8,1.39435120083907
1971-09-01,1971,9,1.83563531241963
1971-10-01,1971,10,2.05706517660207
1971-11-01,1971,11,0.622918019323893
1971-12-01,1971,12,-0.00886096245895849
1972-01-01,1972,1,0.830272153881872
1972-02-01,1972,2,1.38148338916149
1972-03-01,1972,3,0.518085444815288
1972-04-01,1972,4,-0.339850251503013
1972-05-01,1972,5,-1.28696717592112
1972-06-01,1972,6,-1.13166162977999
1972-07-01,1972,7,-1.93754873768144
1972-08-01,1972,8,-0.517477310027726
1972-09-01,1972,9,-0.798361326276708
1972-10-01,1972,10,-0.273358234624244
1972-11-01,1972,11,-0.069523032472381
1972-12-01,1972,12,-0.954034571255281
1973-01-01,1973,1,0.266928504599573
1973-02-01,1973,2,-0.861702109586808
1973-03-01,1973,3,0.483263819591569
1973-04-01,1973,4,-0.444682826011619
1973-05-01,1973,5,-0.100825725289983
1973-06-01,1973,6,0.396393605950995
1973-07-01,1973,7,0.197652952989583
1973-08-01,1973,8,1.09077797336905
1973-09-01,1973,9,1.71357577471789
1973-10-01,1973,10,1.24062127148228
1973-11-01,1973,11,2.44398968530655
1973-12-01,1973,12,2.04456506376194
1974-01-01,1974,1,2.74561959715478
1974-02-01,1974,2,2.31998683198302
1974-03-01,1974,3,2.37592205164344
1974-04-01,1974,4,0.542717971658105
1974-05-01,1974,5,0.590039709721956
1974-06-01,1974,6,-0.0605418520383654
1974-07-01,1974,7,0.846658897965569
1974-08-01,1974,8,0.645974929382375
1974-09-01,1974,9,1.49372152731977
1974-10-01,1974,10,1.13421308018934
1974-11-01,1974,11,-0.329661153122111
1974-12-01,1974,12,-0.172779990196651
1975-01-01,1975,1,-0.237328691453638
1975-02-01,1975,2,1.40259698359819
1975-03-01,1975,3,1.59272415496303
1975-04-01,1975,4,0.574020664475707
1975-05-01,1975,5,0.0666122348538264
1975-06-01,1975,6,0.745345255863081
1975-07-01,1975,7,1.54613781457408
1975-08-01,1975,8,1.88453266726781
1975-09-01,1975,9,2.47760339258338
1975-10-01,1975,10,1.92092990927587
1975-11-01,1975,11,1.24571582067273
1975-12-01,1975,12,2.14041645783653
1976-01-01,1976,1,1.76877559670341
1976-02-01,1976,2,2.09503803539446
1976-03-01,1976,3,1.55947814652365
1976-04-01,1976,4,0.0177148800056406
1976-05-01,1976,5,0.106896108105444
1976-06-01,1976,6,-0.231498744588292
1976-07-01,1976,7,-1.26585358148442
1976-08-01,1976,8,-0.772153182649557
1976-09-01,1976,9,-0.763539701052989
1976-10-01,1976,10,0.621342402539558
1976-11-01,1976,11,0.744977557025633
1976-12-01,1976,12,-0.560072197738573
1977-01-01,1977,1,-0.137958364972933
1977-02-01,1977,2,1.43038074400967
1977-03-01,1977,3,-0.584337025743943
1977-04-01,1977,4,-0.915694013625445
1977-05-01,1977,5,-1.08470759055359
1977-06-01,1977,6,-1.42467806003166
1977-07-01,1977,7,-1.59563495258159
1977-08-01,1977,8,-0.88559923875473
1977-09-01,1977,9,-0.376247493511067
1977-10-01,1977,10,-0.535071972058309
1977-11-01,1977,11,-1.12147253139909
1977-12-01,1977,12,-1.03617793454285
1978-01-01,1978,1,0.471131405588884
1978-02-01,1978,2,-2.27473567242829
1978-03-01,1978,3,0.18515284014945
1978-04-01,1978,4,-0.646942411379147
1978-05-01,1978,5,0.720712729020264
1978-06-01,1978,6,-0.0973067928838667
1978-07-01,1978,7,-0.116477071698785
1978-08-01,1978,8,0.148755598141397
1978-09-01,1978,9,0.403431470763228
1978-10-01,1978,10,-0.123514936511018
1978-11-01,1978,11,-0.00849326362151068
1978-12-01,1978,12,-0.0331257904643274
1979-01-01,1979,1,-0.15712864378785
1979-02-01,1979,2,1.59624308736915
1979-03-01,1979,3,0.144868966897832
1979-04-01,1979,4,-0.544053152492325
1979-05-01,1979,5,0.0544798208511419
1979-06-01,1979,6,0.243031375431652
1979-07-01,1979,7,-0.723255827801371
1979-08-01,1979,8,-0.243631158590976
1979-09-01,1979,9,0.49066938324125
1979-10-01,1979,10,0.267296203437021
1979-11-01,1979,11,-0.357444913533597
1979-12-01,1979,12,-0.558128882116791
1980-01-01,1980,1,0.78841266384592
1980-02-01,1980,2,0.685523404959097
1980-03-01,1980,3,-0.65944252421928
1980-04-01,1980,4,-1.12499146380521
1980-05-01,1980,5,-0.503769279240707
1980-06-01,1980,6,-0.554242250873227
1980-07-01,1980,7,-0.395417772325985
1980-08-01,1980,8,0.424545065199928
1980-09-01,1980,9,0.00752578162473828
1980-10-01,1980,10,0.263777271030904
1980-11-01,1980,11,-0.228347511019623
1980-12-01,1980,12,-0.055815001685362
1981-01-01,1981,1,0.542350272820657
1981-02-01,1981,2,0.08189588242518
1981-03-01,1981,3,-1.01506434010615
1981-04-01,1981,4,-0.498674730050255
1981-05-01,1981,5,0.282947549845822
1981-06-01,1981,6,0.509839662056168
1981-07-01,1981,7,0.319712490691323
1981-08-01,1981,8,0.584945160531505
1981-09-01,1981,9,0.89713186959809
1981-10-01,1981,10,-0.0327580916268796
1981-11-01,1981,11,0.193766321746018
1981-12-01,1981,12,0.699599134583564
1982-01-01,1982,1,1.76368104751296
1982-02-01,1982,2,0.779799182249352
1982-03-01,1982,3,0.635050433326577
1982-04-01,1982,4,-0.388747606351199
1982-05-01,1982,5,-0.754926219456421
1982-06-01,1982,6,-1.4630186176615
1982-07-01,1982,7,-1.84327296039118
1982-08-01,1982,8,-1.79789453794912
1982-09-01,1982,9,-1.37226177277736
1982-10-01,1982,10,-1.26427796470008
1982-11-01,1982,11,-2.55015744064937
1982-12-01,1982,12,-2.18397882754415
1983-01-01,1983,1,-2.90966588777981
1983-02-01,1983,2,-3.11896333795957
1983-03-01,1983,3,-2.32520864406081
1983-04-01,1983,4,-0.969685917664082
1983-05-01,1983,5,0.297023279470289
1983-06-01,1983,6,-0.37272856110495
1983-07-01,1983,7,-0.704085548986453
1983-08-01,1983,8,0.325174738719222
1983-09-01,1983,9,1.48510804572321
1983-10-01,1983,10,0.863885861158705
1983-11-01,1983,11,0.165982561334532
1983-12-01,1983,12,0.28100423422404
1984-01-01,1984,1,0.7379396922134
1984-02-01,1984,2,1.10411830531862
1984-03-01,1984,3,-0.19704481820202
1984-04-01,1984,4,0.127642003704697
1984-05-01,1984,5,-0.290952896654828
1984-06-01,1984,6,-0.782709979867907
1984-07-01,1984,7,-0.137222967298037
1984-08-01,1984,8,0.216823231804501
1984-09-01,1984,9,0.555218084498237
1984-10-01,1984,10,0.0771690320721764
1984-11-01,1984,11,0.333420521478342
1984-12-01,1984,12,-0.61952634980511
1985-01-01,1985,1,0.228587946969737
1985-02-01,1985,2,1.57864842533857
1985-03-01,1985,3,0.446498878746067
1985-04-01,1985,4,0.505953030812603
1985-05-01,1985,5,-0.418474682384467
1985-06-01,1985,6,-0.983393948451101
1985-07-01,1985,7,-0.369209628698834
1985-08-01,1985,8,0.843139965559453
1985-09-01,1985,9,0.316193558285207
1985-10-01,1985,10,-0.123514936511018
1985-11-01,1985,11,-0.193525885795904
1985-12-01,1985,12,0.399544839519664
1986-01-01,1986,1,1.16162914176338
1986-02-01,1986,2,-0.856607560396357
1986-03-01,1986,3,0.710155931801914
1986-04-01,1986,4,-0.118420387320567
1986-05-01,1986,5,-0.693896450605551
1986-06-01,1986,6,0.267296203437021
1986-07-01,1986,7,-0.0988824096682011
1986-08-01,1986,8,-0.796785709492374
1986-09-01,1986,9,-0.105920274480434
1986-10-01,1986,10,1.08374010855682
1986-11-01,1986,11,-1.21574830868935
1986-12-01,1986,12,-1.12499146380521
1987-01-01,1987,1,-0.230290826641405
1987-02-01,1987,2,-0.936807608062145
1987-03-01,1987,3,-0.833550650337875
1987-04-01,1987,4,-1.6202674794244
1987-05-01,1987,5,-1.69342966227796
1987-06-01,1987,6,-1.70908100868676
1987-07-01,1987,7,-1.71065662547109
1987-08-01,1987,8,-0.920420863978449
1987-09-01,1987,9,-0.456447541176855
1987-10-01,1987,10,-0.0100688804058451
1987-11-01,1987,11,0.11356627408023
1987-12-01,1987,12,-0.458758555636085
1988-01-01,1988,1,0.574020664475707
1988-02-01,1988,2,-0.0628528664975954
1988-03-01,1988,3,0.540774656036322
1988-04-01,1988,4,-0.130552801323251
1988-05-01,1988,5,0.4801125860229
1988-06-01,1988,6,-0.0429471900077817
1988-07-01,1988,7,0.804799407929617
1988-08-01,1988,8,1.57586489060734
1988-09-01,1988,9,2.24209779877647
1988-10-01,1988,10,1.643564825433
1988-11-01,1988,11,1.77423784473131
1988-12-01,1988,12,1.2699806486781
1989-01-01,1989,1,2.03048933413747
1989-02-01,1989,2,1.83174868117606
1989-03-01,1989,3,1.17061032219739
1989-04-01,1989,4,0.980483150832547
1989-05-01,1989,5,0.70858031501758
1989-06-01,1989,6,0.417507200387695
1989-07-01,1989,7,0.452328825611414
1989-08-01,1989,8,-0.37272856110495
1989-09-01,1989,9,0.942510292040159
1989-10-01,1989,10,1.05049410011743
1989-11-01,1989,11,-0.190006953389787
1989-12-01,1989,12,-0.167317742168753
1990-01-01,1990,1,0.434366464743383
1990-02-01,1990,2,-0.992375128885117
1990-03-01,1990,3,-0.409861200787899
1990-04-01,1990,4,-0.156760944950403
1990-05-01,1990,5,0.689410036202662
1990-06-01,1990,6,-0.189639254552339
1990-07-01,1990,7,0.223861096616734
1990-08-01,1990,8,-0.198252736148907
1990-09-01,1990,9,-0.114533756077002
1990-10-01,1990,10,0.487150450835133
1990-11-01,1990,11,-0.421993614790584
1990-12-01,1990,12,-0.158704260572185
1991-01-01,1991,1,1.13736431375801
1991-02-01,1991,2,0.66635312614418
1991-03-01,1991,3,-0.395785471163433
1991-04-01,1991,4,-1.07961304136314
1991-05-01,1991,5,-1.43523485725001
1991-06-01,1991,6,-0.501825963618924
1991-07-01,1991,7,-0.285490648626929
1991-08-01,1991,8,-0.407550186328669
1991-09-01,1991,9,-1.08276427493181
1991-10-01,1991,10,-0.807342506710724
1991-11-01,1991,11,-0.388747606351199
1991-12-01,1991,12,-1.84910290725653
1992-01-01,1992,1,-2.13156254028985
1992-02-01,1992,2,-0.416899065600133
1992-03-01,1992,3,-1.78261089037776
1992-04-01,1992,4,-1.28187262673067
1992-05-01,1992,5,-0.226404195397841
1992-06-01,1992,6,-1.26427796470008
1992-07-01,1992,7,-0.571469214066363
1992-08-01,1992,8,0.288409797873721
1992-09-01,1992,9,0.31267462587909
1992-10-01,1992,10,-1.2364942042886
1992-11-01,1992,11,-0.524882873677407
1992-12-01,1992,12,-0.636753312998245
1993-01-01,1993,1,-0.556553265332457
1993-02-01,1993,2,-0.518212707702621
1993-03-01,1993,3,-0.00145539880927727
1993-04-01,1993,4,-1.38476188561749
1993-05-01,1993,5,-0.641480163351248
1993-06-01,1993,6,-1.26937251389053
1993-07-01,1993,7,-1.2310319562607
1993-08-01,1993,8,-0.738907174210172
1993-09-01,1993,9,-0.0918445448559677
1993-10-01,1993,10,-0.732237008235387
1993-11-01,1993,11,0.0717067840442776
1993-12-01,1993,12,0.198860870936469
1994-01-01,1994,1,0.324439341044327
1994-02-01,1994,2,0.66635312614418
1994-03-01,1994,3,-0.418474682384467
1994-04-01,1994,4,-1.64999455545767
1994-05-01,1994,5,-1.11952921577731
1994-06-01,1994,6,-0.979875016044985
1994-07-01,1994,7,-1.74038370150436
1994-08-01,1994,8,-1.10702910293718
1994-09-01,1994,9,-1.10193455374673
1994-10-01,1994,10,-0.754926219456421
1994-11-01,1994,11,-0.456815240014303
1994-12-01,1994,12,-0.957553503661398
1995-01-01,1995,1,0.0697634684224953
1995-02-01,1995,2,0.50947196321872
1995-03-01,1995,3,0.760628903434434
1995-04-01,1995,4,-1.21222937628323
1995-05-01,1995,5,-0.887542554376512
1995-06-01,1995,6,-0.247150090997093
1995-07-01,1995,7,0.0720744828817252
1995-08-01,1995,8,0.314617941500872
1995-09-01,1995,9,0.752383120675314
1995-10-01,1995,10,0.214879916182718
1995-11-01,1995,11,0.155425764116182
1995-12-01,1995,12,-0.591374890556176
1996-01-01,1996,1,1.45306995523071
1996-02-01,1996,2,0.662834193738063
1996-03-01,1996,3,1.12875083216144
1996-04-01,1996,4,0.35259080029326
1996-05-01,1996,5,0.0877258292905265
1996-06-01,1996,6,0.843139965559453
1996-07-01,1996,7,0.284890865467604
1996-08-01,1996,8,0.565774881716587
1996-09-01,1996,9,0.753958737459649
1996-10-01,1996,10,0.727750593832498
1996-11-01,1996,11,-0.0644284832819299
1996-12-01,1996,12,0.591247627668843
1997-01-01,1997,1,1.23515902345438
1997-02-01,1997,2,2.02345146932524
1997-03-01,1997,3,-0.341793567124796
1997-04-01,1997,4,-0.884023621970395
1997-05-01,1997,5,-1.91680284208219
1997-06-01,1997,6,-1.66879713543514
1997-07-01,1997,7,-0.920420863978449
1997-08-01,1997,8,-1.31984548552306
1997-09-01,1997,9,-0.63601791532335
1997-10-01,1997,10,-0.71816127861092
1997-11-01,1997,11,-0.73927487304762
1997-12-01,1997,12,-0.793634475923705
1998-01-01,1998,1,-2.3952195933457
1998-02-01,1998,2,-1.205191511471
1998-03-01,1998,3,-2.41244655653883
1998-04-01,1998,4,-1.73371353552958
1998-05-01,1998,5,-0.135647350513702
1998-06-01,1998,6,0.475018036832449
1998-07-01,1998,7,1.05947528055145
1998-08-01,1998,8,1.12754291421455
1998-09-01,1998,9,1.52344860335304
1998-10-01,1998,10,1.39240788521729
1998-11-01,1998,11,0.935104728390478
1998-12-01,1998,12,1.3693509751588
1999-01-01,1999,1,2.23978678431724
1999-02-01,1999,2,1.43741860882191
1999-03-01,1999,3,1.16005352497904
1999-04-01,1999,4,1.03641837049297
1999-05-01,1999,5,0.0650366180694919
1999-06-01,1999,6,-0.053503987226132
1999-07-01,1999,7,0.250069240243885
1999-08-01,1999,8,0.602539822562088
1999-09-01,1999,9,0.455847758017531
1999-10-01,1999,10,1.39944575002952
1999-11-01,1999,11,1.20033739823066
1999-12-01,1999,12,1.59272415496303
2000-01-01,2000,1,1.29266985989913
2000-02-01,2000,2,2.34461935882584
2000-03-01,2000,3,1.51604303970336
2000-04-01,2000,4,0.82008305550097
2000-05-01,2000,5,0.0388284744423407
2000-06-01,2000,6,-0.520996242433842
2000-07-01,2000,7,-0.611753087317981
2000-08-01,2000,8,0.604115439346423
2000-09-01,2000,9,1.52696753575916
2000-10-01,2000,10,1.21441312785513
2000-11-01,2000,11,1.76368104751296
2000-12-01,2000,12,0.474282639157553
2001-01-01,2001,1,1.85795682480321
2001-02-01,2001,2,1.55753483090187
2001-03-01,2001,3,1.15495897578859
2001-04-01,2001,4,-0.289377279870493
2001-05-01,2001,5,-0.815955988307291
2001-06-01,2001,6,-0.299566378251395
2001-07-01,2001,7,-0.47913675239789
2001-08-01,2001,8,-0.566374664875911
2001-09-01,2001,9,0.513358594462284
2001-10-01,2001,10,0.146812282519615
2001-11-01,2001,11,0.710155931801914
2001-12-01,2001,12,-0.933288675656029
2002-01-01,2002,1,1.08337240971937
2002-02-01,2002,2,1.59272415496303
2002-03-01,2002,3,0.0717067840442776
2002-04-01,2002,4,-0.411436817572234
2002-05-01,2002,5,-1.31317531954827
2002-06-01,2002,6,-0.676301788574967
2002-07-01,2002,7,-0.63601791532335
2002-08-01,2002,8,-1.05655613130466
2002-09-01,2002,9,-0.053503987226132
2002-10-01,2002,10,-0.168893358953087
2002-11-01,2002,11,-0.263169136243342
2002-12-01,2002,12,-0.873834523589493
2003-01-01,2003,1,0.282579851008374
2003-02-01,2003,2,-0.408285584003565
2003-03-01,2003,3,-0.170836674574869
2003-04-01,2003,4,-0.362539462724048
2003-05-01,2003,5,-0.84568306434056
2003-06-01,2003,6,-1.12814269737388
2003-07-01,2003,7,0.0372528576580062
2003-08-01,2003,8,0.0110447140308552
2003-09-01,2003,9,0.281371933061488
2003-10-01,2003,10,0.279428617439705
2003-11-01,2003,11,-0.0765608972846143
2003-12-01,2003,12,1.00826691124403
2004-01-01,2004,1,-0.849569695584124
2004-02-01,2004,2,1.69561341384986
2004-03-01,2004,3,0.25989063978734
2004-04-01,2004,4,-1.2208428578798
2004-05-01,2004,5,0.563831566094805
2004-06-01,2004,6,-1.02682905527139
2004-07-01,2004,7,-0.794842393870591
2004-08-01,2004,8,-0.391898839919868
2004-09-01,2004,9,0.356477431536825
2004-10-01,2004,10,0.225436713401068
2004-11-01,2004,11,-0.718528977448368
2004-12-01,2004,12,-0.894948118026193
2005-01-01,2005,1,0.814620807473071
2005-02-01,2005,2,-2.77195500366927
2005-03-01,2005,3,0.539199039251988
2005-04-01,2005,4,-0.765483016674771
2005-05-01,2005,5,-1.24510768588517
2005-06-01,2005,6,-0.128609485701469
2005-07-01,2005,7,-0.179082457333989
2005-08-01,2005,8,-0.433758329955821
2005-09-01,2005,9,0.816931821932301
2005-10-01,2005,10,1.52502422013738
2005-11-01,2005,11,-0.258074587052891
2005-12-01,2005,12,0.27044743700569
2006-01-01,2006,1,1.85249457677531
2006-02-01,2006,2,0.741458624619517
2006-03-01,2006,3,1.71830262507089
2006-04-01,2006,4,0.380374560704746
2006-05-01,2006,5,-0.903193900785313
2006-06-01,2006,6,-0.585544943690829
2006-07-01,2006,7,-0.87504244153638
2006-08-01,2006,8,-0.916901931572332
2006-09-01,2006,9,0.0564231364729241
2006-10-01,2006,10,-0.592582808503063
2006-11-01,2006,11,0.340458386290576
2006-12-01,2006,12,0.0681878516381608
2007-01-01,2007,1,-0.450145074039517
2007-02-01,2007,2,0.350647484671478
2007-03-01,2007,3,0.27044743700569
2007-04-01,2007,4,-0.275301550246026
2007-05-01,2007,5,-0.454871924392521
2007-06-01,2007,6,-0.200196051770689
2007-07-01,2007,7,-0.46857995517954
